,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count
13480,2004,0.03,0.01,0.0,0.0,0.05,31.0,5.0,
13481,2008,0.03,0.01,0.0,0.0,0.05,58.0,30.0,30.0
13482,2011,0.0,0.0,0.05,0.0,0.05,,,
13483,2011,0.0,0.0,0.05,0.0,0.05,,,
13484,2004,0.03,0.01,0.0,0.0,0.05,35.0,11.0,9.0
13485,2016,0.0,0.04,0.0,0.01,0.05,,,
13486,2009,0.02,0.02,0.0,0.01,0.05,,,
13487,2015,0.0,0.0,0.05,0.0,0.05,,,
13488,2007,0.04,0.01,0.0,0.0,0.05,39.0,16.0,15.0
13489,2010,0.04,0.0,0.0,0.0,0.05,,,
13490,1994,0.0,0.0,0.04,0.0,0.05,,,
13491,1999,0.03,0.02,0.0,0.0,0.04,,,
13492,2009,0.0,0.04,0.0,0.01,0.04,,,
13493,2007,0.0,0.04,0.0,0.01,0.04,67.0,8.0,12.0
13494,2006,0.04,0.0,0.0,0.0,0.04,,,
13495,2005,0.0,0.0,0.04,0.0,0.04,,,
13496,1995,0.0,0.0,0.04,0.0,0.04,,,
13497,2010,0.0,0.04,0.0,0.01,0.04,,,
13498,2009,0.0,0.0,0.04,0.0,0.04,,,
13499,2008,0.04,0.0,0.0,0.0,0.04,67.0,17.0,
13500,2006,0.02,0.02,0.0,0.01,0.04,60.0,19.0,4.0
13501,2006,0.04,0.0,0.0,0.0,0.04,52.0,19.0,
13502,2016,0.0,0.04,0.0,0.01,0.04,71.0,28.0,73.0
13503,2008,0.04,0.0,0.0,0.0,0.04,,,
13504,2008,0.04,0.0,0.0,0.0,0.04,48.0,33.0,18.0
13505,2006,0.04,0.0,0.0,0.0,0.04,,,
13506,2008,0.0,0.0,0.04,0.0,0.04,,,
13507,2007,0.0,0.0,0.04,0.0,0.04,,,
13508,2011,0.03,0.01,0.0,0.0,0.04,,,
13509,2008,0.04,0.0,0.0,0.0,0.04,,,
13510,2006,0.02,0.02,0.0,0.01,0.04,46.0,5.0,
13511,2009,0.0,0.0,0.04,0.0,0.04,,,
13512,1995,0.0,0.0,0.04,0.0,0.04,,,
13513,2007,0.0,0.0,0.04,0.0,0.04,77.0,9.0,16.0
13514,2005,0.0,0.0,0.04,0.0,0.04,,,
13515,2010,0.04,0.0,0.0,0.0,0.04,,,
13516,2015,0.0,0.04,0.0,0.0,0.04,,,
13517,2005,0.03,0.01,0.0,0.0,0.04,,,
13518,2009,0.03,0.01,0.0,0.0,0.04,,,4.0
13519,2002,0.0,0.04,0.0,0.01,0.04,88.0,27.0,863.0
13520,2002,0.03,0.01,0.0,0.0,0.04,61.0,7.0,4.0
13521,2015,0.0,0.0,0.04,0.0,0.04,,,
13522,1996,0.02,0.02,0.0,0.0,0.04,,,
13523,2007,0.0,0.0,0.04,0.0,0.04,,,
13524,2005,0.03,0.01,0.0,0.0,0.04,64.0,24.0,27.0
13525,2008,0.04,0.0,0.0,0.0,0.04,,,
13526,2007,0.04,0.0,0.0,0.0,0.04,35.0,8.0,13.0
13527,2009,0.04,0.0,0.0,0.0,0.04,,,
13528,2007,0.03,0.01,0.0,0.0,0.04,80.0,34.0,26.0
13529,2001,0.02,0.02,0.0,0.0,0.04,,,
13530,2007,0.01,0.0,0.03,0.0,0.04,72.0,19.0,9.0
13531,2010,0.04,0.0,0.0,0.0,0.04,,,
13532,2010,0.04,0.0,0.0,0.0,0.04,,,
13533,2008,0.0,0.0,0.04,0.0,0.04,,,
13534,2009,0.0,0.04,0.0,0.01,0.04,79.0,48.0,184.0
13535,2004,0.03,0.01,0.0,0.0,0.04,78.0,20.0,11.0
13536,2016,0.01,0.04,0.0,0.0,0.04,83.0,15.0,1620.0
13537,1998,0.0,0.0,0.04,0.0,0.04,,,
13538,2013,0.0,0.0,0.04,0.0,0.04,,,
13539,2011,0.0,0.04,0.0,0.01,0.04,,,
13540,1996,0.0,0.0,0.04,0.0,0.04,,,
13541,2007,0.04,0.0,0.0,0.0,0.04,,,
13542,2004,0.03,0.01,0.0,0.0,0.04,,,
13543,2002,0.03,0.01,0.0,0.0,0.04,65.0,17.0,
13544,2016,0.0,0.0,0.04,0.0,0.04,,,
13545,2007,0.04,0.0,0.0,0.0,0.04,49.0,7.0,
13546,2009,0.0,0.04,0.0,0.0,0.04,,,
13547,2004,0.03,0.01,0.0,0.0,0.04,,,6.0
13548,2009,0.0,0.04,0.0,0.0,0.04,,,
13549,2008,0.04,0.0,0.0,0.0,0.04,58.0,5.0,
13550,2016,0.02,0.02,0.0,0.01,0.04,66.0,39.0,31.0
13551,2000,0.0,0.0,0.04,0.0,0.04,,,
13552,2009,0.0,0.0,0.04,0.0,0.04,,,
13553,2016,0.0,0.0,0.04,0.0,0.04,,,
13554,2005,0.03,0.01,0.0,0.0,0.04,,,
13555,2007,0.0,0.0,0.04,0.0,0.04,,,
13556,1997,0.02,0.02,0.0,0.0,0.04,,,
13557,2009,0.0,0.0,0.04,0.0,0.04,,,
13558,2002,0.0,0.0,0.04,0.0,0.04,,,
13559,2014,0.0,0.0,0.04,0.0,0.04,,,
13560,2015,0.0,0.04,0.0,0.0,0.04,76.0,12.0,286.0
13561,2008,0.04,0.0,0.0,0.0,0.04,69.0,23.0,21.0
13562,2016,0.03,0.01,0.0,0.0,0.04,55.0,14.0,38.0
13563,2014,0.0,0.0,0.04,0.0,0.04,,,
13564,2005,0.0,0.0,0.04,0.0,0.04,,,
13565,,0.02,0.02,0.0,0.01,0.04,,,
13566,2009,0.0,0.04,0.0,0.01,0.04,79.0,15.0,40.0
13567,2007,0.03,0.01,0.0,0.0,0.04,68.0,5.0,
13568,2008,0.0,0.0,0.04,0.0,0.04,,,
13569,2016,0.0,0.0,0.04,0.0,0.04,,,
13570,2009,0.0,0.0,0.04,0.0,0.04,,,
13571,2014,0.0,0.04,0.0,0.0,0.04,,,
13572,1992,0.0,0.0,0.04,0.0,0.04,,,
13573,2006,0.03,0.01,0.0,0.0,0.04,73.0,38.0,8.0
13574,2011,0.04,0.0,0.0,0.0,0.04,,,
13575,2006,0.02,0.02,0.0,0.01,0.04,71.0,37.0,9.0
13576,2008,0.04,0.0,0.0,0.0,0.04,37.0,4.0,5.0
13577,2003,0.02,0.02,0.0,0.01,0.04,61.0,33.0,
13578,2003,0.03,0.01,0.0,0.0,0.04,43.0,7.0,
13579,2009,0.0,0.03,0.0,0.01,0.04,70.0,23.0,125.0
13580,2014,0.02,0.02,0.0,0.0,0.04,35.0,8.0,78.0
13581,2006,0.0,0.0,0.04,0.0,0.04,,,
13582,2004,0.03,0.01,0.0,0.0,0.04,,,
13583,2010,0.04,0.0,0.0,0.0,0.04,,,
13584,2006,0.04,0.0,0.0,0.0,0.04,48.0,8.0,
13585,2009,0.04,0.0,0.0,0.0,0.04,,,
13586,2010,0.0,0.0,0.04,0.0,0.04,,,
13587,2004,0.03,0.01,0.0,0.0,0.04,60.0,14.0,
13588,2005,0.03,0.01,0.0,0.0,0.04,,,
13589,2015,0.01,0.0,0.03,0.0,0.04,82.0,18.0,86.0
13590,2015,0.0,0.0,0.04,0.0,0.04,,,
13591,2003,0.03,0.01,0.0,0.0,0.04,74.0,11.0,6.0
13592,2012,0.0,0.0,0.04,0.0,0.04,,,
13593,2007,0.04,0.0,0.0,0.0,0.04,,,
13594,2009,0.0,0.04,0.0,0.01,0.04,,,
13595,1995,0.0,0.0,0.04,0.0,0.04,,,
13596,2004,0.03,0.01,0.0,0.0,0.04,65.0,25.0,
13597,2007,0.04,0.0,0.0,0.0,0.04,67.0,9.0,9.0
13598,2014,0.03,0.0,0.0,0.01,0.04,80.0,20.0,46.0
13599,2006,0.04,0.0,0.0,0.0,0.04,43.0,5.0,4.0
13600,2002,0.03,0.01,0.0,0.0,0.04,60.0,10.0,
13601,2007,0.0,0.04,0.0,0.0,0.04,75.0,7.0,9.0
13602,1998,0.0,0.0,0.04,0.0,0.04,,,
13603,2012,0.0,0.0,0.04,0.0,0.04,,,
13604,2006,0.0,0.0,0.04,0.0,0.04,,,
13605,2011,0.0,0.0,0.04,0.0,0.04,67.0,23.0,50.0
13606,2009,0.0,0.0,0.04,0.0,0.04,,,
13607,2009,0.0,0.0,0.04,0.0,0.04,,,
13608,2006,0.0,0.0,0.04,0.0,0.04,,,
13609,2012,0.0,0.0,0.04,0.0,0.04,,,
13610,,0.0,0.03,0.0,0.01,0.04,,,
13611,2008,0.0,0.0,0.04,0.0,0.04,,,
13612,2006,0.04,0.0,0.0,0.0,0.04,60.0,33.0,7.0
13613,2008,0.0,0.0,0.04,0.0,0.04,,,
13614,2001,0.0,0.0,0.04,0.0,0.04,,,
13615,2011,0.04,0.0,0.0,0.0,0.04,,,
13616,2012,0.0,0.0,0.04,0.0,0.04,,,
13617,1998,0.02,0.02,0.0,0.0,0.04,,,
13618,2016,0.01,0.03,0.0,0.0,0.04,,,16.0
13619,2004,0.03,0.01,0.0,0.0,0.04,54.0,10.0,
13620,2006,0.0,0.04,0.0,0.01,0.04,86.0,9.0,115.0
13621,2002,0.03,0.01,0.0,0.0,0.04,76.0,5.0,
13622,2004,0.02,0.02,0.0,0.01,0.04,,,
13623,2009,0.04,0.0,0.0,0.0,0.04,,,
13624,2005,0.02,0.02,0.0,0.01,0.04,47.0,17.0,7.0
13625,2003,0.0,0.04,0.0,0.0,0.04,78.0,23.0,38.0
13626,2011,0.04,0.0,0.0,0.0,0.04,,,
13627,2014,0.03,0.0,0.0,0.01,0.04,,,29.0
13628,2007,0.01,0.01,0.01,0.01,0.04,68.0,30.0,4.0
13629,2008,0.0,0.0,0.04,0.0,0.04,,,
13630,2003,0.03,0.01,0.0,0.0,0.04,53.0,17.0,
13631,2008,0.0,0.0,0.04,0.0,0.04,,,
13632,2013,0.0,0.04,0.0,0.0,0.04,43.0,4.0,4.0
13633,2006,0.0,0.0,0.04,0.0,0.04,,,
13634,2010,0.0,0.0,0.04,0.0,0.04,,,
13635,2009,0.0,0.0,0.04,0.0,0.04,,,
13636,2005,0.0,0.03,0.0,0.01,0.04,,,8.0
13637,2008,0.04,0.0,0.0,0.0,0.04,42.0,16.0,6.0
13638,2005,0.03,0.01,0.0,0.0,0.04,66.0,45.0,6.0
13639,2013,0.0,0.0,0.04,0.0,0.04,,,
13640,2015,0.0,0.0,0.04,0.0,0.04,,,4.0
13641,2012,0.02,0.01,0.0,0.0,0.04,,,
13642,2001,0.03,0.01,0.0,0.0,0.04,,,
13643,2016,0.0,0.0,0.04,0.0,0.04,,,
13644,2015,0.03,0.01,0.0,0.0,0.04,81.0,6.0,26.0
13645,2015,0.03,0.0,0.0,0.01,0.04,,,
13646,2008,0.04,0.0,0.0,0.0,0.04,,,
13647,2010,0.04,0.0,0.0,0.0,0.04,38.0,8.0,10.0
13648,,0.0,0.03,0.0,0.01,0.04,,,
13649,2008,0.04,0.0,0.0,0.0,0.04,43.0,4.0,
13650,2011,0.0,0.0,0.04,0.0,0.04,,,
13651,2014,0.0,0.0,0.04,0.0,0.04,,,
13652,2006,0.0,0.0,0.04,0.0,0.04,,,
13653,2007,0.04,0.0,0.0,0.0,0.04,,,
13654,2011,0.03,0.0,0.0,0.0,0.04,,,
13655,2006,0.0,0.04,0.0,0.0,0.04,66.0,26.0,38.0
13656,2007,0.04,0.0,0.0,0.0,0.04,,,
13657,2002,0.03,0.01,0.0,0.0,0.04,68.0,9.0,
13658,2006,0.03,0.01,0.0,0.0,0.04,72.0,26.0,4.0
13659,2000,0.02,0.02,0.0,0.0,0.04,74.0,7.0,13.0
13660,2010,0.04,0.0,0.0,0.0,0.04,,,
13661,2001,0.0,0.0,0.04,0.0,0.04,,,
13662,2004,0.03,0.01,0.0,0.0,0.04,69.0,25.0,
13663,2013,0.0,0.0,0.04,0.0,0.04,,,
13664,2009,0.0,0.0,0.04,0.0,0.04,,,
13665,2009,0.04,0.0,0.0,0.0,0.04,,,
13666,2002,0.0,0.0,0.04,0.0,0.04,,,
13667,2001,0.02,0.02,0.0,0.0,0.04,,,
13668,2015,0.01,0.0,0.02,0.0,0.04,70.0,33.0,28.0
13669,2004,0.0,0.0,0.04,0.0,0.04,68.0,9.0,
13670,2007,0.03,0.01,0.0,0.0,0.04,59.0,6.0,5.0
13671,2011,0.0,0.0,0.04,0.0,0.04,,,
13672,2003,0.03,0.01,0.0,0.0,0.04,61.0,22.0,9.0
13673,,0.0,0.04,0.0,0.0,0.04,58.0,7.0,5.0
13674,2010,0.0,0.04,0.0,0.01,0.04,79.0,18.0,116.0
13675,2002,0.03,0.01,0.0,0.0,0.04,67.0,10.0,
13676,2012,0.0,0.04,0.0,0.0,0.04,69.0,18.0,868.0
13677,2014,0.0,0.0,0.04,0.0,0.04,,,
13678,2007,0.04,0.0,0.0,0.0,0.04,75.0,30.0,23.0
13679,2003,0.03,0.01,0.0,0.0,0.04,76.0,14.0,
13680,2007,0.04,0.0,0.0,0.0,0.04,37.0,19.0,
13681,2005,0.0,0.0,0.04,0.0,0.04,,,
13682,2007,0.0,0.0,0.04,0.0,0.04,,,
13683,2008,0.04,0.0,0.0,0.0,0.04,,,5.0
13684,2014,0.02,0.0,0.02,0.01,0.04,,,
13685,2006,0.03,0.01,0.0,0.0,0.04,,,
13686,2011,0.0,0.0,0.04,0.0,0.04,,,
13687,2006,0.0,0.0,0.04,0.0,0.04,,,
13688,2005,0.03,0.01,0.0,0.0,0.04,,,
13689,2012,0.0,0.0,0.04,0.0,0.04,,,
13690,2013,0.02,0.01,0.0,0.01,0.04,13.0,4.0,218.0
13691,2007,0.0,0.04,0.0,0.01,0.04,70.0,18.0,163.0
13692,2004,0.03,0.01,0.0,0.0,0.04,71.0,5.0,7.0
13693,2011,0.01,0.02,0.0,0.01,0.04,,,
13694,2013,0.0,0.0,0.04,0.0,0.04,,,
13695,2015,0.03,0.0,0.0,0.0,0.04,46.0,4.0,10.0
13696,2015,0.03,0.0,0.0,0.0,0.04,45.0,7.0,37.0
13697,2012,0.04,0.0,0.0,0.0,0.04,,,15.0
13698,2007,0.0,0.0,0.04,0.0,0.04,,,
13699,2011,0.0,0.0,0.04,0.0,0.04,,,
13700,2006,0.04,0.0,0.0,0.0,0.04,51.0,9.0,
13701,2009,0.0,0.0,0.04,0.0,0.04,,,
13702,2009,0.04,0.0,0.0,0.0,0.04,,,
13703,2008,0.0,0.0,0.04,0.0,0.04,,,
13704,2008,0.04,0.0,0.0,0.0,0.04,42.0,14.0,13.0
13705,2008,0.04,0.0,0.0,0.0,0.04,56.0,4.0,
13706,2010,0.0,0.0,0.04,0.0,0.04,,,
13707,2000,0.02,0.02,0.0,0.01,0.04,,,
13708,2007,0.0,0.0,0.04,0.0,0.04,,,
13709,2005,0.04,0.0,0.0,0.0,0.04,,,
13710,2002,0.01,0.02,0.0,0.01,0.04,92.0,6.0,77.0
13711,2009,0.04,0.0,0.0,0.0,0.04,,,
13712,,0.0,0.0,0.04,0.0,0.04,,,
13713,1996,0.0,0.0,0.04,0.0,0.04,,,
13714,2012,0.04,0.0,0.0,0.0,0.04,,,4.0
13715,2008,0.02,0.02,0.0,0.0,0.04,78.0,14.0,35.0
13716,2016,0.0,0.0,0.04,0.0,0.04,,,
13717,2006,0.01,0.02,0.0,0.01,0.04,76.0,23.0,40.0
13718,2012,0.04,0.0,0.0,0.0,0.04,37.0,5.0,4.0
13719,2008,0.04,0.0,0.0,0.0,0.04,,,
13720,2015,0.0,0.04,0.0,0.0,0.04,,,
13721,2008,0.0,0.0,0.04,0.0,0.04,,,
13722,2016,0.0,0.0,0.04,0.0,0.04,,,
13723,2010,0.0,0.0,0.04,0.0,0.04,,,
13724,2010,0.04,0.0,0.0,0.0,0.04,70.0,10.0,7.0
13725,2011,0.01,0.03,0.0,0.01,0.04,,,
13726,2011,0.04,0.0,0.0,0.0,0.04,,,
13727,2011,0.04,0.0,0.0,0.0,0.04,,,
13728,2011,0.0,0.0,0.04,0.0,0.04,,,
13729,2005,0.02,0.02,0.0,0.01,0.04,,,
13730,2016,0.0,0.04,0.0,0.01,0.04,64.0,4.0,12.0
13731,2009,0.04,0.0,0.0,0.0,0.04,,,
13732,2015,0.0,0.0,0.04,0.0,0.04,,,
13733,2009,0.02,0.02,0.0,0.0,0.04,72.0,34.0,57.0
13734,2004,0.0,0.03,0.0,0.01,0.04,75.0,20.0,40.0
13735,2004,0.03,0.01,0.0,0.0,0.04,41.0,21.0,10.0
13736,2009,0.0,0.03,0.0,0.01,0.04,70.0,42.0,204.0
13737,2008,0.0,0.0,0.04,0.0,0.04,,,
13738,2010,0.0,0.0,0.04,0.0,0.04,,,
13739,2009,0.0,0.03,0.0,0.01,0.04,,,
13740,2007,0.03,0.0,0.0,0.0,0.04,75.0,15.0,19.0
13741,2006,0.04,0.0,0.0,0.0,0.04,47.0,4.0,
13742,2001,0.02,0.02,0.0,0.01,0.04,59.0,9.0,4.0
13743,1998,0.0,0.0,0.04,0.0,0.04,,,
13744,2007,0.0,0.0,0.04,0.0,0.04,,,
13745,2016,0.0,0.04,0.0,0.0,0.04,78.0,57.0,569.0
13746,2011,0.0,0.0,0.04,0.0,0.04,,,
13747,2004,0.03,0.01,0.0,0.0,0.04,61.0,7.0,
13748,2008,0.01,0.02,0.0,0.01,0.04,78.0,21.0,353.0
13749,2009,0.0,0.0,0.04,0.0,0.04,,,
13750,2005,0.03,0.01,0.0,0.0,0.04,61.0,20.0,
13751,2011,0.0,0.04,0.0,0.0,0.04,,,
13752,2016,0.02,0.02,0.0,0.0,0.04,,,
13753,2011,0.0,0.04,0.0,0.0,0.04,,,
13754,2006,0.04,0.0,0.0,0.0,0.04,68.0,14.0,
13755,2006,0.04,0.0,0.0,0.0,0.04,65.0,15.0,7.0
13756,2010,0.04,0.0,0.0,0.0,0.04,,,
13757,2008,0.04,0.0,0.0,0.0,0.04,,,
13758,1995,0.02,0.02,0.0,0.0,0.04,,,
13759,2012,0.0,0.0,0.04,0.0,0.04,,,
13760,2007,0.04,0.0,0.0,0.0,0.04,,,
13761,2012,0.04,0.0,0.0,0.01,0.04,62.0,19.0,22.0
13762,2006,0.0,0.03,0.0,0.01,0.04,77.0,41.0,349.0
13763,1998,0.02,0.02,0.0,0.0,0.04,,,
13764,2000,0.04,0.0,0.0,0.0,0.04,,,
13765,2010,0.0,0.0,0.04,0.0,0.04,,,
13766,1998,0.04,0.0,0.0,0.0,0.04,,,
13767,2010,0.0,0.0,0.04,0.0,0.04,,,
13768,1994,0.0,0.0,0.04,0.0,0.04,,,
13769,1996,0.0,0.0,0.04,0.0,0.04,,,
13770,2006,0.02,0.0,0.02,0.0,0.04,78.0,22.0,21.0
13771,2012,0.0,0.0,0.04,0.0,0.04,,,
13772,2005,0.02,0.02,0.0,0.01,0.04,66.0,19.0,9.0
13773,2012,0.04,0.0,0.0,0.0,0.04,,,
13774,2003,0.02,0.02,0.0,0.0,0.04,84.0,25.0,119.0
13775,2009,0.04,0.0,0.0,0.0,0.04,,,
13776,2011,0.0,0.0,0.04,0.0,0.04,,,
13777,2016,0.03,0.0,0.0,0.01,0.04,72.0,26.0,19.0
13778,2007,0.04,0.0,0.0,0.0,0.04,,,
13779,2011,0.0,0.03,0.0,0.01,0.04,66.0,5.0,43.0
13780,1995,0.0,0.0,0.04,0.0,0.04,,,
13781,2005,0.03,0.01,0.0,0.0,0.04,66.0,17.0,7.0
13782,,0.0,0.03,0.0,0.01,0.04,87.0,25.0,463.0
13783,2015,0.0,0.03,0.0,0.01,0.04,,,
13784,2012,0.0,0.0,0.04,0.0,0.04,,,
13785,2002,0.03,0.01,0.0,0.0,0.04,70.0,12.0,
13786,2012,0.04,0.0,0.0,0.0,0.04,,,
13787,2011,0.0,0.0,0.04,0.0,0.04,65.0,8.0,16.0
13788,2014,0.0,0.04,0.0,0.0,0.04,84.0,5.0,29.0
13789,2014,0.0,0.0,0.04,0.0,0.04,,,
13790,2007,0.01,0.03,0.0,0.01,0.04,87.0,36.0,235.0
13791,2011,0.0,0.0,0.04,0.0,0.04,,,
13792,2001,0.0,0.04,0.0,0.0,0.04,,,
13793,,0.03,0.01,0.0,0.0,0.04,81.0,15.0,5.0
13794,2009,0.0,0.0,0.04,0.0,0.04,,,
13795,2016,0.0,0.0,0.04,0.0,0.04,,,
13796,2010,0.03,0.0,0.0,0.0,0.04,,,
13797,2010,0.03,0.0,0.0,0.0,0.04,,,
13798,1995,0.0,0.0,0.04,0.0,0.04,,,
13799,1999,0.03,0.01,0.0,0.0,0.04,,,
13800,1999,0.03,0.01,0.0,0.0,0.04,,,
13801,1999,0.03,0.01,0.0,0.0,0.04,,,
13802,2000,0.03,0.01,0.0,0.0,0.04,,,
13803,1999,0.0,0.0,0.04,0.0,0.04,,,
13804,1998,0.03,0.01,0.0,0.0,0.04,,,
13805,2003,0.03,0.01,0.0,0.0,0.04,47.0,5.0,6.0
13806,2012,0.0,0.0,0.04,0.0,0.04,,,
13807,2003,0.0,0.0,0.04,0.0,0.04,,,
13808,2012,0.02,0.01,0.0,0.01,0.04,,,8.0
13809,2002,0.03,0.01,0.0,0.0,0.04,,,
13810,2011,0.0,0.0,0.04,0.0,0.04,,,
13811,2005,0.03,0.01,0.0,0.0,0.04,69.0,27.0,6.0
13812,2012,0.0,0.0,0.04,0.0,0.04,,,
13813,2003,0.01,0.02,0.0,0.01,0.04,89.0,30.0,274.0
13814,2010,0.04,0.0,0.0,0.0,0.04,,,
13815,1998,0.02,0.02,0.0,0.0,0.04,,,
13816,2009,0.0,0.0,0.04,0.0,0.04,,,
13817,2011,0.0,0.03,0.0,0.01,0.04,68.0,19.0,35.0
13818,2013,0.0,0.0,0.04,0.0,0.04,,,
13819,2005,0.0,0.04,0.0,0.0,0.04,69.0,28.0,73.0
13820,2007,0.0,0.0,0.04,0.0,0.04,,,
13821,2011,0.0,0.0,0.04,0.0,0.04,,,
13822,2008,0.0,0.0,0.04,0.0,0.04,,,
13823,2002,0.02,0.02,0.0,0.01,0.04,31.0,5.0,8.0
13824,2008,0.0,0.0,0.04,0.0,0.04,,,
13825,2009,0.0,0.0,0.04,0.0,0.04,,,
13826,2006,0.0,0.0,0.04,0.0,0.04,,,
13827,2010,0.0,0.03,0.0,0.01,0.04,,,
13828,2009,0.04,0.0,0.0,0.0,0.04,,,
13829,2002,0.03,0.01,0.0,0.0,0.04,44.0,8.0,
13830,2012,0.0,0.0,0.04,0.0,0.04,,,
13831,2008,0.02,0.02,0.0,0.01,0.04,,,
13832,2008,0.03,0.0,0.0,0.0,0.04,,,
13833,2007,0.03,0.0,0.01,0.0,0.04,53.0,29.0,13.0
13834,2009,0.03,0.0,0.0,0.0,0.04,67.0,22.0,9.0
13835,2006,0.0,0.0,0.04,0.0,0.04,,,
13836,2010,0.03,0.0,0.0,0.0,0.04,66.0,18.0,34.0
13837,2009,0.0,0.0,0.04,0.0,0.04,,,
13838,2003,0.02,0.02,0.0,0.01,0.04,67.0,7.0,4.0
13839,2003,0.03,0.01,0.0,0.0,0.04,42.0,16.0,
13840,2006,0.0,0.0,0.04,0.0,0.04,,,
13841,2007,0.03,0.01,0.0,0.0,0.04,,,
13842,2013,0.0,0.04,0.0,0.0,0.04,77.0,12.0,342.0
13843,2007,0.0,0.0,0.04,0.0,0.04,,,
13844,2013,0.0,0.0,0.04,0.0,0.04,,,
13845,2011,0.0,0.0,0.04,0.0,0.04,,,
13846,2010,0.04,0.0,0.0,0.0,0.04,,,
13847,2006,0.03,0.01,0.0,0.0,0.04,52.0,34.0,5.0
13848,2008,0.04,0.0,0.0,0.0,0.04,,,
13849,2004,0.0,0.0,0.04,0.0,0.04,,,
13850,2005,0.04,0.0,0.0,0.0,0.04,35.0,6.0,
13851,2009,0.0,0.0,0.04,0.0,0.04,,,
13852,2013,0.02,0.01,0.0,0.01,0.04,,,
13853,2009,0.04,0.0,0.0,0.0,0.04,,,
13854,2007,0.0,0.0,0.04,0.0,0.04,,,
13855,2004,0.03,0.01,0.0,0.0,0.04,68.0,11.0,6.0
13856,1995,0.0,0.0,0.04,0.0,0.04,,,
13857,2011,0.0,0.0,0.04,0.0,0.04,,,
13858,2010,0.0,0.0,0.04,0.0,0.04,,,
13859,2011,0.0,0.0,0.04,0.0,0.04,,,72.0
13860,2011,0.02,0.0,0.02,0.0,0.04,,,
13861,2010,0.0,0.0,0.04,0.0,0.04,,,
13862,2015,0.0,0.0,0.04,0.0,0.04,,,10.0
13863,2009,0.0,0.0,0.04,0.0,0.04,,,
13864,2015,0.0,0.0,0.04,0.0,0.04,,,
13865,2008,0.0,0.0,0.04,0.0,0.04,,,
13866,2003,0.02,0.01,0.0,0.0,0.04,,,
13867,2008,0.0,0.0,0.04,0.0,0.04,,,
13868,2008,0.0,0.0,0.04,0.0,0.04,,,
13869,2004,0.02,0.01,0.0,0.0,0.04,62.0,29.0,7.0
13870,2003,0.03,0.01,0.0,0.0,0.04,77.0,8.0,
13871,2009,0.04,0.0,0.0,0.0,0.04,59.0,9.0,
13872,2012,0.0,0.0,0.04,0.0,0.04,,,
13873,2011,0.0,0.03,0.0,0.0,0.04,,,
13874,2016,0.02,0.0,0.01,0.01,0.04,78.0,6.0,30.0
13875,,0.01,0.02,0.0,0.0,0.04,,,
13876,2003,0.0,0.03,0.0,0.01,0.04,94.0,30.0,1520.0
13877,2016,0.0,0.0,0.04,0.0,0.04,,,
13878,1997,0.02,0.01,0.0,0.0,0.04,,,
13879,2009,0.0,0.04,0.0,0.0,0.04,,,
13880,2007,0.03,0.0,0.0,0.0,0.04,59.0,8.0,7.0
13881,2013,0.03,0.0,0.0,0.0,0.04,,,
13882,2007,0.0,0.0,0.04,0.0,0.04,,,
13883,1997,0.02,0.01,0.0,0.0,0.04,,,
13884,2002,0.03,0.01,0.0,0.0,0.04,,,
13885,2007,0.03,0.0,0.0,0.0,0.04,50.0,26.0,9.0
13886,2008,0.04,0.0,0.0,0.0,0.04,50.0,7.0,6.0
13887,2010,0.0,0.03,0.0,0.01,0.04,47.0,5.0,6.0
13888,2006,0.04,0.0,0.0,0.0,0.04,34.0,41.0,42.0
13889,2010,0.0,0.03,0.0,0.01,0.04,,,
13890,2007,0.0,0.03,0.0,0.01,0.04,50.0,40.0,53.0
13891,2009,0.04,0.0,0.0,0.0,0.04,60.0,6.0,
13892,2015,0.0,0.04,0.0,0.0,0.04,,,26.0
13893,2007,0.03,0.0,0.0,0.0,0.04,,,
13894,2015,0.02,0.02,0.0,0.01,0.04,,,
13895,2012,0.0,0.03,0.0,0.01,0.04,48.0,8.0,188.0
13896,2015,0.0,0.0,0.04,0.0,0.04,,,
13897,2009,0.02,0.02,0.0,0.0,0.04,,,
13898,2015,0.0,0.0,0.04,0.0,0.04,,,
13899,2006,0.03,0.01,0.0,0.0,0.04,73.0,42.0,24.0
13900,1995,0.0,0.0,0.04,0.0,0.04,,,
13901,2010,0.0,0.0,0.04,0.0,0.04,,,
13902,2005,0.0,0.0,0.04,0.0,0.04,,,
13903,2005,0.03,0.01,0.0,0.0,0.04,,,
13904,2011,0.02,0.01,0.0,0.0,0.04,48.0,4.0,14.0
13905,2015,0.03,0.0,0.0,0.0,0.04,,,
13906,2010,0.02,0.01,0.0,0.0,0.04,,,
13907,2008,0.02,0.01,0.0,0.0,0.04,,,
13908,1999,0.02,0.01,0.0,0.0,0.04,,,
13909,2004,0.02,0.01,0.0,0.0,0.04,57.0,9.0,
13910,2015,0.0,0.0,0.04,0.0,0.04,,,
13911,2006,0.01,0.0,0.03,0.0,0.04,53.0,10.0,
13912,2016,0.0,0.0,0.04,0.0,0.04,,,
13913,2011,0.0,0.03,0.0,0.0,0.04,,,
13914,2002,0.0,0.0,0.04,0.0,0.04,,,
13915,2001,0.02,0.01,0.0,0.0,0.04,,,
